category,category_inch,frame_size,weight (lbs),engine,engine_position,engine_power,mph,battery_type,battery_chara_Wh,battery_chara_Ah,battery_chara_V,battery_position,Gearshift,Gears,Gearshift_Brand,Brakes_Type,Brakes_Model,Suspension_front_rear,Suspension_brand,Suspension_model,Permissible_max_weight_lbs,Lighting,Rack,Fenders,Company_Name,Price,Model_year,Frame_type,ebike_type
TrekkingBike,28,"45,50,53",62,broseDriveS,midengine,250,20,Lithium-IonenAkku,650,17,37,underpipe,derailleur,11,SHIMANODEOREXTRD-M8000-GSSHADOWPLUS,"['Hydraulische', 'Scheibenbremsen']",MaguraMT4hydraulischeScheibenbremsen,Yes/No,SRSuntour,NCXSF17E-LO-700C-AIR,298,Yes,Yes,Yes,Bulls,4181,2018,unisex,Pedelec
TrekkingBike,28,"53,50,58,45",53,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,400,11,36,underpipe,derailleur,9,ShimanoDeoreRD-M592-SGSShadow,"['Hydraulische', 'Scheibenbremsen']",TektroHD-M285hydraulischeScheibenbremsen,Yes/No,SRSuntour,NEXE25DSHLO,-,No,Yes,Yes,Bulls,2751,2018,unisex,Pedelec
,28,,,until20mph,,,20,Lithium-IonenAkku,650,17,37,underpipe,derailleur,10,ShimanoDeoreRD-M6000SGS,"['Hydraulische', 'Scheibenbremsen']",TektroDoradoHD-E715,Yes/No,SRSuntour,MT-E45wLO,298,No,Yes,Yes,Bulls,4401,2018,unisex,Pedelec
TrekkingBike,28,"45,50,53,58",53,until20mph,,,20,Lithium-IonenAkku,615,17,36,underpipe,derailleur,11,ShimanoDeoreXTRD-T8000-SGSShadowPlus,"['Hydraulische', 'Scheibenbremsen']",TektroAurigaE-CompDiscBrakes,Yes/No,SRSuntour,NCXD-LO,-,No,No,No,Bulls,3301,2018,unisex,Pedelec
Fitness/Racebike,28,"64,59,55",35,Power250Watt,,250,20,Lithium-IonenAkku,352,10,36,underpipe,specified,,,"['not', 'specified']","TRPSlateX2,160mm",No/No,,,287,Yes,Yes,No,Coboc,5062,2018,female,Pedelec
Fitness/Racebike,28,"64,59,55",35,Power250Watt,,250,20,Lithium-IonenAkku,352,10,36,underpipe,specified,,,"['not', 'specified']","TRPSlateX2,160mm",No/No,,,287,Yes,Yes,No,Coboc,5062,2018,male,Pedelec
Fitness/Racebike,28,"54,58,62",31,Power250Watt,,250,20,Lithium-IonenAkku,352,10,36,underpipe,specified,,,"['not', 'specified']","TRPSlateX2,160mm",No/No,,,287,No,No,No,Coboc,4401,2018,male,Pedelec
,28,,,Power250Watt,,250,20,Lithium-IonenAkku,352,10,36,underpipe,specified,,,"['not', 'specified']","TRPSlateX2,160mm",No/No,,,287,No,No,No,Coboc,4401,2018,male,Pedelec
MountainBike/ATB,29,"46,51,56,41",51,ShimanoStepsE-8000,midengine,250,20,Lithium-IonenAkku,500,12,36,underpipe,derailleur,11,ShimanoDeoreXTDi2RD-M8050-GSShadowPlus,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5/MaguraMT4,Yes/No,RockShox,RockShox-ReconSilverSoloAir,254,No,No,No,Bulls,4401,2018,male,Pedelec
,29,,,SRSuntourATSHeckmotor,rearhub,250,20,Lithium-IonenAkku,446,12,36,underpipe,derailleur,8,ShimanoAceraRD-M3000-SGS,"['Hydraulische', 'Scheibenbremsen']",TektroHD-M285,Yes/No,SRSuntour,"XCMRL-DSRemoteLockout,100mm",254,No,No,Yes,Bulls,1650,2018,male,Pedelec
MountainBike/ATB,29,"46,51,56,60",49,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,10,ShimanoDeoreRD-M6000GS,"['Hydraulische', 'Scheibenbremsen']",MaguraMT4,Yes/No,SRSuntour,XCR34,254,No,No,Yes,Bulls,3301,2018,male,Pedelec
MountainBike/ATB,28,,55,brose2.0,midengine,250,20,Lithium-IonenAkku,756,21,36,underpipe,specified,10,ShimanoDeore10S,"['Mechanische', 'Scheibenbremsen']",MaguraMT4203mmDisc,Yes/No,RockShox,RockShoxSektorSolorAir130mm,-,No,No,No,BESV,3851,2018,unisex,Pedelec
MountainBike/ATB,28,,60,brose2.0,midengine,250,20,Lithium-IonenAkku,756,21,36,underpipe,specified,11,ShimanoDeoreXT11S,"['Mechanische', 'Scheibenbremsen']",MaguraMT4203mmDisc,Yes/No,RockShox,YariRCSoloAir,-,No,No,No,BESV,4952,2018,unisex,Pedelec
,28,,,Positionfronthub,fronthub,250,20,Lithium-IonenAkku,400,7,36,underpipe,derailleur,3,ShimanoNexus3S,['Felge/Rollenbremse'],ShimanoRollerBrake+VBrake,Yes/No,,,-,Yes,No,No,BESV,1980,2018,low step,Pedelec
City/Urban,28,"S,M,L,XL",,BinovaFlow,midengine,250,20,Lithium-IonenAkku,576,16,36,underpipe,derailleur,11,SHIMANOSLX11,"['Hydraulische', 'Scheibenbremsen']",MaguraMT4,No/No,,,-,Yes,Yes,Yes,Binova,3961,2018,unisex,Pedelec
,28,,,BinovaFlow,midengine,250,20,Lithium-IonenAkku,576,16,36,underpipe,hub,11,ShimanoNX10,"['Hydraulische', 'Scheibenbremsen']",MaguraMT4,No/No,,,-,Yes,Yes,Yes,Binova,4291,2018,unisex,Pedelec
CargoBike,28,onesize,,BinovaFlow,midengine,250,20,Lithium-IonenAkku,576,16,36,underpipe,derailleur,11,SHIMANOSLX11,"['Hydraulische', 'Scheibenbremsen']",MaguraMT4,No/No,,,-,Yes,Yes,Yes,Binova,4126,2018,unisex,Pedelec
City/Urban,28,"XS,S,M,L,XL",,BinovaFlow,midengine,250,20,Lithium-IonenAkku,576,16,36,underpipe,hub,11,ShimanoNX10,"['Hydraulische', 'Scheibenbremsen']",MaguraMT4,No/No,,,-,Yes,Yes,Yes,Binova,4181,2018,unisex,Pedelec
City/Urban,28,"S,M,L,XL",,BinovaFlow,midengine,250,20,Lithium-IonenAkku,576,16,36,underpipe,hub,11,ShimanoNX10,"['Hydraulische', 'Scheibenbremsen']",MaguraMT4,No/No,,,-,Yes,Yes,Yes,Binova,4181,2018,unisex,Pedelec
City/Urban,28,"XS,S,M,L,XL",,BinovaFlow,midengine,250,20,Lithium-IonenAkku,576,16,36,underpipe,derailleur,11,SHIMANOSLX11,"['Hydraulische', 'Scheibenbremsen']",MaguraMT4,No/No,,,-,Yes,Yes,Yes,Binova,3961,2018,unisex,Pedelec
,28,,,"Specialized1.3customRxTrail-tunedmotor,250WNominal",midengine,250,20,Lithium-IonenAkku,504,0,0,underpipe,derailleur,11,SRAMGX,"['Hydraulische', 'Scheibenbremsen']","SRAMCodeR,hydraulicdisc,200mm",Yes/Yes,RockShox,LyrikRCT3,-,No,No,No,Specialized,6933,2018,unisex,Pedelec
,28,,,Positionmidengine,midengine,250,20,Lithium-IonenAkku,580,0,0,underpipe,hub,11,ShimanoNexusXTLL,"['Hydraulische', 'Scheibenbremsen']",MaguraDiskMT4180mm,No/No,,,-,Yes,Yes,Yes,Ave,3411,2018,male,Pedelec
Folding/Compact,28,"48,52",55,Positionmidengine,midengine,250,20,Lithium-IonenAkku,580,0,0,underpipe,hub,,ShimanoNexusLL,"['Hydraulische', 'Scheibenbremsen']",MaguraDiskMT4180mm,No/No,,,-,Yes,Yes,Yes,Ave,3301,2018,female,Pedelec
,28,,,Positionmidengine,midengine,250,20,Lithium-IonenAkku,580,0,0,underpipe,hub,11,ShimanoNexusXT,"['Hydraulische', 'Scheibenbremsen']",MaguraDiskMT4180mm,No/No,,,-,Yes,Yes,Yes,Ave,3411,2018,low step,Pedelec
,28,,,Positionmidengine,midengine,250,20,Lithium-IonenAkku,580,0,0,underpipe,hub,,ShimanoNexusNX8LL,"['Hydraulische', 'Scheibenbremsen']",MaguraDiskMT4180mm,No/No,,,-,Yes,Yes,Yes,Ave,3301,2018,low step,Pedelec
,28,,,Positionmidengine,midengine,250,20,Lithium-IonenAkku,580,0,0,underpipe,hub,11,ShimanoNexusXT,"['Hydraulische', 'Scheibenbremsen']",MaguraDiskMT4180mm,No/No,,,-,Yes,Yes,Yes,Ave,3411,2018,female,Pedelec
,28,,,Positionmidengine,midengine,250,20,Lithium-IonenAkku,580,0,0,underpipe,hub,,ShimanoNexusNX8LL,"['Hydraulische', 'Scheibenbremsen']",MaguraDiskMT4180mm,No/No,,,-,Yes,Yes,Yes,Ave,3301,2018,male,Pedelec
TrekkingBike,28,48,62,Positionmidengine,midengine,250,20,Lithium-IonenAkku,540,0,0,underpipe,hub,,ShimanoNexusNX8di2LL,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreDisc160/180mm,No/No,,,-,Yes,Yes,Yes,Ave,3521,2018,low step,Pedelec
TrekkingBike,28,48,62,Positionmidengine,midengine,250,20,Lithium-IonenAkku,540,0,0,underpipe,hub,,ShimanoNexusNX8LL,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreDisc160/180mm,No/No,,,-,Yes,Yes,Yes,Ave,3301,2018,low step,Pedelec
,28,,,Positionmidengine,midengine,250,20,Lithium-IonenAkku,540,0,0,underpipe,hub,,ShimanoNexusNX8di2RBN,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreDisc160/180mm,No/No,,,-,Yes,Yes,Yes,Ave,3521,2018,low step,Pedelec
,28,,,Power250Watt,,250,20,Lithium-IonenAkku,352,10,36,underpipe,specified,,,"['not', 'specified']","TRPSlateX2,160mm",No/No,,,287,Yes,Yes,No,Ave,3301,2018,low step,Pedelec
Fitness/Racebike,28,"54,58,62",31,Power250Watt,,250,20,Lithium-IonenAkku,352,10,36,underpipe,specified,,,"['not', 'specified']","TRPSlateX2,160mm",No/No,,,287,No,No,No,Ave,3521,2018,low step,Pedelec
Fitness/Racebike,28,"54,58,62",31,Power250Watt,,250,20,Lithium-IonenAkku,352,10,36,underpipe,specified,,,"['not', 'specified']","TRPSlateX2,160mm",No/No,,,287,No,No,No,Ave,3301,2018,low step,Pedelec
MountainBike/ATB,29,"46,51,56,41",51,ShimanoStepsE-8000,midengine,250,20,Lithium-IonenAkku,500,12,36,underpipe,derailleur,11,ShimanoDeoreXTDi2RD-M8050-GSShadowPlus,"['Hydraulische', 'Scheibenbremsen']",MaguraMT5/MaguraMT4,Yes/No,RockShox,RockShox-ReconSilverSoloAir,254,No,No,No,Ave,3301,2018,low step,Pedelec
MountainBike/ATB,28,"46,51,56,41",53,SRSuntourATSHeckmotor,rearhub,250,20,Lithium-IonenAkku,446,12,36,underpipe,derailleur,8,ShimanoAceraRD-M3000-SGS,"['Hydraulische', 'Scheibenbremsen']",TektroHD-M285,Yes/No,SRSuntour,"XCMRL-DSRemoteLockout,100mm",254,No,No,Yes,Ave,3521,2018,low step,Pedelec
MountainBike/ATB,29,"46,51,56,60",49,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,11,36,underpipe,derailleur,10,ShimanoDeoreRD-M6000GS,"['Hydraulische', 'Scheibenbremsen']",MaguraMT4,Yes/No,SRSuntour,XCR34,254,No,No,Yes,Ave,3411,2018,low step,Pedelec
MountainBike/ATB,28,,55,brose2.0,midengine,250,20,Lithium-IonenAkku,756,21,36,underpipe,specified,10,ShimanoDeore10S,"['Mechanische', 'Scheibenbremsen']",MaguraMT4203mmDisc,Yes/No,RockShox,RockShoxSektorSolorAir130mm,-,No,No,No,Ave,3301,2018,low step,Pedelec
MountainBike/ATB,28,,60,brose2.0,midengine,250,20,Lithium-IonenAkku,756,21,36,underpipe,specified,11,ShimanoDeoreXT11S,"['Mechanische', 'Scheibenbremsen']",MaguraMT4203mmDisc,Yes/No,RockShox,YariRCSoloAir,-,No,No,No,Ave,3301,2018,low step,Pedelec
,28,,,Positionfronthub,fronthub,250,20,Lithium-IonenAkku,400,7,36,underpipe,derailleur,3,ShimanoNexus3S,['Felge/Rollenbremse'],ShimanoRollerBrake+VBrake,Yes/No,,,-,Yes,No,No,Bergamont,2751,2018,unisex,Pedelec
City/Urban,28,"S,M,L,XL",,BinovaFlow,midengine,250,20,Lithium-IonenAkku,576,16,36,underpipe,derailleur,11,SHIMANOSLX11,"['Hydraulische', 'Scheibenbremsen']",MaguraMT4,No/No,,,-,Yes,Yes,Yes,Bergamont,2861,2018,unisex,Pedelec
,28,,,BinovaFlow,midengine,250,20,Lithium-IonenAkku,576,16,36,underpipe,hub,11,ShimanoNX10,"['Hydraulische', 'Scheibenbremsen']",MaguraMT4,No/No,,,-,Yes,Yes,Yes,Bergamont,3081,2018,unisex,Pedelec
CargoBike,28,onesize,,BinovaFlow,midengine,250,20,Lithium-IonenAkku,576,16,36,underpipe,derailleur,11,SHIMANOSLX11,"['Hydraulische', 'Scheibenbremsen']",MaguraMT4,No/No,,,-,Yes,Yes,Yes,Bergamont,3301,2018,unisex,Pedelec
City/Urban,28,"XS,S,M,L,XL",,BinovaFlow,midengine,250,20,Lithium-IonenAkku,576,16,36,underpipe,hub,11,ShimanoNX10,"['Hydraulische', 'Scheibenbremsen']",MaguraMT4,No/No,,,-,Yes,Yes,Yes,Bergamont,3961,2018,unisex,Pedelec
City/Urban,28,"S,M,L,XL",,BinovaFlow,midengine,250,20,Lithium-IonenAkku,576,16,36,underpipe,hub,11,ShimanoNX10,"['Hydraulische', 'Scheibenbremsen']",MaguraMT4,No/No,,,-,Yes,Yes,Yes,Bergamont,4291,2018,unisex,Pedelec
City/Urban,28,"XS,S,M,L,XL",,BinovaFlow,midengine,250,20,Lithium-IonenAkku,576,16,36,underpipe,derailleur,11,SHIMANOSLX11,"['Hydraulische', 'Scheibenbremsen']",MaguraMT4,No/No,,,-,Yes,Yes,Yes,A2B,2751,2018,unisex,Pedelec
MountainBike/ATB,28,"S,M,L,XL",,"Specialized1.3customRxTrail-tunedmotor,250WNominal",midengine,250,20,Lithium-IonenAkku,504,0,0,underpipe,derailleur,11,SRAMGX,"['Hydraulische', 'Scheibenbremsen']","SRAMCodeR,hydraulicdisc,200mm",Yes/Yes,RockShox,LyrikRCT3,-,No,No,No,A2B,1430,2018,male,Pedelec
Folding/Compact,28,"48,52",55,Positionmidengine,midengine,250,20,Lithium-IonenAkku,580,0,0,underpipe,hub,11,ShimanoNexusXTLL,"['Hydraulische', 'Scheibenbremsen']",MaguraDiskMT4180mm,No/No,,,-,Yes,Yes,Yes,A2B,1485,2018,unisex,Pedelec
,28,,,Positionmidengine,midengine,250,20,Lithium-IonenAkku,580,0,0,underpipe,hub,,ShimanoNexusLL,"['Hydraulische', 'Scheibenbremsen']",MaguraDiskMT4180mm,No/No,,,-,Yes,Yes,Yes,A2B,1430,2018,unisex,Pedelec
Folding/Compact,28,"48,52",55,Positionmidengine,midengine,250,20,Lithium-IonenAkku,580,0,0,underpipe,hub,11,ShimanoNexusXT,"['Hydraulische', 'Scheibenbremsen']",MaguraDiskMT4180mm,No/No,,,-,Yes,Yes,Yes,Agogs,2332,2018,female,Pedelec
Folding/Compact,28,"48,52",55,Positionmidengine,midengine,250,20,Lithium-IonenAkku,580,0,0,underpipe,hub,,ShimanoNexusNX8LL,"['Hydraulische', 'Scheibenbremsen']",MaguraDiskMT4180mm,No/No,,,-,Yes,Yes,Yes,Agogs,2332,2018,unisex,Pedelec
,28,,,Positionmidengine,midengine,250,20,Lithium-IonenAkku,580,0,0,underpipe,hub,11,ShimanoNexusXT,"['Hydraulische', 'Scheibenbremsen']",MaguraDiskMT4180mm,No/No,,,-,Yes,Yes,Yes,Agogs,2123,2018,female,Pedelec
Folding/Compact,28,"48,52",55,Positionmidengine,midengine,250,20,Lithium-IonenAkku,580,0,0,underpipe,hub,,ShimanoNexusNX8LL,"['Hydraulische', 'Scheibenbremsen']",MaguraDiskMT4180mm,No/No,,,-,Yes,Yes,Yes,Agogs,1980,2018,unisex,Pedelec
TrekkingBike,28,48,62,Positionmidengine,midengine,250,20,Lithium-IonenAkku,540,0,0,underpipe,hub,,ShimanoNexusNX8di2LL,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreDisc160/180mm,No/No,,,-,Yes,Yes,Yes,Agogs,1650,2018,low step,Pedelec
TrekkingBike,28,48,62,Positionmidengine,midengine,250,20,Lithium-IonenAkku,540,0,0,underpipe,hub,,ShimanoNexusNX8LL,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreDisc160/180mm,No/No,,,-,Yes,Yes,Yes,Agogs,1650,2018,low step,Pedelec
TrekkingBike,26,48,62,Positionmidengine,midengine,250,40,Lithium-IonenAkku,540,0,0,underpipe,hub,,ShimanoNexusNX8di2RBN,"['Hydraulische', 'Scheibenbremsen']",ShimanoDeoreDisc160/180mm,No/No,,,-,Yes,Yes,Yes,Agogs,2013,2018,low step,E-Bike
City/Urban,26,48,55,BafangG01.500.R,rearhub,500,40,Lithium-IonenAkku,530,15,36,seattube,derailleur,8,ShimanoSora,['V-Brake'],Tektro857ALS,Yes/No,RST,Neon-T,276,Yes,Yes,Yes,Agogs,2013,2018,low step,E-Bike
,26,,,Positionrearhub,rearhub,250,20,Lithium-Ionen-PolymerAkku,600,16,36,seattube,derailleur,8,MicroShiftMezzo,['V-Brake'],TektroC310,Yes/No,Zoom,Forgo520AMS,243,Yes,Yes,Yes,Agogs,1903,2018,unisex,Pedelec
Folding/Compact,20,onesize,51,Positionrearhub,rearhub,250,20,Lithium-Ionen-PolymerAkku,530,15,36,seattube,derailleur,8,MicroShiftMezzo,['V-Brake'],TektroC310,Yes/No,Zoom,Forgo520AMS,243,Yes,Yes,Yes,Agogs,1903,2018,unisex,Pedelec
Folding/Compact,20,onesize,51,Positionrearhub,rearhub,250,20,Lithium-Ionen-PolymerAkku,400,11,36,seattube,derailleur,8,MicroShiftMezzo,['V-Brake'],TektroC310,Yes/No,Zoom,Forgo520AMS,243,Yes,Yes,Yes,Agogs,1903,2018,unisex,Pedelec
Folding/Compact,20,onesize,51,Positionrearhub,rearhub,250,20,Lithium-Ionen-PolymerAkku,600,16,36,seattube,derailleur,7,"MicroShiftDS85,7-Gang(Kettenrad14T-28T),GripShift",['V-Brake'],"TektroC310,V-brake",Yes/No,Zoom,Forgo520AMS,243,Yes,Yes,Yes,Agogs,1650,2018,unisex,Pedelec
Folding/Compact,20,onesize,51,Positionrearhub,rearhub,250,20,Lithium-Ionen-PolymerAkku,400,11,36,seattube,derailleur,7,"MicroShiftDS85,7-Gang(Kettenrad14T-28T),GripShift",['V-Brake'],"TektroC310,V-brake",Yes/No,Zoom,Forgo520AMS,243,Yes,Yes,Yes,Agogs,1650,2018,unisex,Pedelec
Folding/Compact,20,onesize,51,Positionrearhub,rearhub,250,20,Lithium-Ionen-PolymerAkku,530,15,36,seattube,derailleur,7,"MicroShiftDS85,7-Gang(Kettenrad14T-28T),GripShift",['V-Brake'],"TektroC310,V-brake",Yes/No,Zoom,Forgo520AMS,243,Yes,Yes,Yes,Agogs,1650,2018,unisex,Pedelec
MountainBike/ATB,28,"S,M,L,XL,XS",49,ShimanoDU-E8000,midengine,250,20,Lithium-IonenAkku,504,0,0,underpipe,derailleur,11,ShimanoDeoreXTshadowplus,"['Hydraulische', 'Scheibenbremsen']",MaguraMTTrailSport,Yes/Yes,RockShox,YariRC,-,No,No,No,Canyon,4181,2018,female,Pedelec
MountainBike/ATB,28,"S,M,L,XL,XS",49,ShimanoDU-E8000,midengine,250,20,Lithium-IonenAkku,504,0,0,underpipe,derailleur,11,ShimanoDeoreXTshadowplus,"['Hydraulische', 'Scheibenbremsen']",MaguraMTTrailSport,Yes/Yes,RockShox,YariRC,-,No,No,No,Canyon,4181,2018,unisex,Pedelec
MountainBike/ATB,28,"S,M,L,XL",49,ShimanoDU-E8000,midengine,250,20,Lithium-IonenAkku,504,0,0,underpipe,derailleur,11,ShimanoDeoreXTshadowplus,"['Hydraulische', 'Scheibenbremsen']",ShimanoZee,Yes/Yes,RockShox,LyrikRC150mmSoloAir,-,No,No,No,Canyon,4732,2018,unisex,Pedelec
MountainBike/ATB,28,"S,M,L,XL",49,ShimanoDU-E8000,midengine,250,20,Lithium-IonenAkku,504,0,0,underpipe,derailleur,11,ShimanoDeoreXTshadowplus,"['Hydraulische', 'Scheibenbremsen']",ShimanoZee,Yes/Yes,FOX,"34FloatPerformance,150mm,tapered",-,No,No,No,Canyon,4842,2018,female,Pedelec
City/Urban,20,,51,Positionmidengine,midengine,,20,Lithium-IonenAkku,500,14,36,seattube,hub,8,,"['Hydraulische', 'Scheibenbremsen']",ShimanoM315,No/No,,,-,No,No,No,Corratec,2751,2018,low step,Pedelec
,20,,,Positionmidengine,midengine,,20,Lithium-IonenAkku,500,14,36,porterrear,hub,8,,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,,,-,Yes,Yes,Yes,Corratec,Not found,2018,low step,Pedelec
TrekkingBike,28,"48,51,54,57,61",55,Positionmidengine,midengine,,20,Lithium-IonenAkku,500,14,36,underpipe,hub,8,,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,,,-,Yes,Yes,Yes,Corratec,Not found,2018,male,Pedelec
TrekkingBike,26,"45,48,51,54",57,Positionmidengine,midengine,,20,Lithium-IonenAkku,500,14,36,porterrear,hub,8,,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,,,-,Yes,Yes,Yes,Corratec,Not found,2018,low step,Pedelec
City/Urban,20,,51,Positionmidengine,midengine,,20,Lithium-IonenAkku,500,14,36,seattube,derailleur,10,ShimanoXT10s,"['Hydraulische', 'Scheibenbremsen']",ShimanoM315,No/No,,,-,No,No,No,Corratec,Not found,2018,low step,Pedelec
,20,,,Positionmidengine,midengine,,20,Lithium-IonenAkku,500,14,36,porterrear,hub,8,,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,,,-,Yes,Yes,Yes,Corratec,Not found,2018,male,Pedelec
,20,,,Positionmidengine,midengine,,20,Lithium-IonenAkku,500,14,36,underpipe,hub,,,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,,,-,Yes,Yes,Yes,Corratec,Not found,2018,male,Pedelec
TrekkingBike,28,"48,51,54,57,61",53,Positionmidengine,midengine,,20,Lithium-IonenAkku,500,14,36,porterrear,hub,,,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,,,-,Yes,Yes,Yes,Corratec,Not found,2018,low step,Pedelec
TrekkingBike,28,"48,51,54,57,61",53,Positionmidengine,midengine,,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,10,ShimanoT8000DeoreXT,"['Hydraulische', 'Scheibenbremsen']",TektroHD-T285,Yes/No,,,-,Yes,Yes,Yes,Corratec,Not found,2018,male,Pedelec
TrekkingBike,28,"45,48,51,54",53,Positionmidengine,midengine,,20,Lithium-IonenAkku,500,14,36,porterrear,derailleur,10,ShimanoT8000DeoreXT,"['Hydraulische', 'Scheibenbremsen']",TektroHD-T285,Yes/No,,,-,Yes,Yes,Yes,Corratec,Not found,2018,male,Pedelec
,28,,,Positionmidengine,midengine,,20,Lithium-IonenAkku,500,14,36,underpipe,hub,8,,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,,,-,Yes,Yes,Yes,Corratec,Not found,2018,male,Pedelec
TrekkingBike,28,"45,48,51,54",55,Positionmidengine,midengine,,20,Lithium-IonenAkku,500,14,36,porterrear,hub,8,,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,,,-,Yes,Yes,Yes,Corratec,Not found,2018,male,Pedelec
,28,,,Positionmidengine,midengine,,20,Lithium-IonenAkku,500,14,36,porterrear,hub,,,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,,,-,Yes,Yes,Yes,Corratec,Not found,2018,male,Pedelec
,28,,,Positionmidengine,midengine,,20,Lithium-IonenAkku,500,14,36,porterrear,hub,,,"['Hydraulische', 'Felgenbremsen']",MaguraHS11,Yes/No,,,-,Yes,Yes,Yes,Corratec,Not found,2018,male,Pedelec
,28,,,Positionmidengine,midengine,,20,Lithium-IonenAkku,500,14,36,seattube,derailleur,10,ShimanoXT10s,"['Hydraulische', 'Scheibenbremsen']",ShimanoM315,Yes/No,SRSuntour,XCR32Air,-,No,No,No,Corratec,Not found,2018,male,Pedelec
,28,,,Positionmidengine,midengine,,20,Lithium-IonenAkku,500,14,36,seattube,derailleur,10,ShimanoXT10s,"['Hydraulische', 'Scheibenbremsen']",ShimanoM315,Yes/No,SRSuntour,XCR32Air,-,No,No,No,Corratec,Not found,2018,male,Pedelec
TrekkingBike,29,"39,44,49,54,57",49,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,10,ShimanoXT10s,"['Hydraulische', 'Scheibenbremsen']",TektroHD-M285,Yes/No,SRSuntour,XCR32Air,-,No,No,No,Corratec,Not found,2018,male,Pedelec
TrekkingBike,29,"39,44,49,54",49,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,10,ShimanoXT10s,"['Hydraulische', 'Scheibenbremsen']",TektroHD-M285,Yes/No,SRSuntour,XCR32Air,-,No,No,No,Corratec,Not found,2018,unisex,Pedelec
TrekkingBike,29,"48,51,54,57,61",55,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,10,ShimanoT8000DeoreXT,"['Hydraulische', 'Scheibenbremsen']",TektroHD-T285,Yes/No,,,-,Yes,Yes,Yes,Corratec,Not found,2018,male,Pedelec
TrekkingBike,29,"48,51,54,57,61",53,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,hub,,Nuvinci18T,"['Hydraulische', 'Scheibenbremsen']",TektroHD-T285,Yes/No,,,-,Yes,Yes,Yes,Corratec,3631,2018,male,Pedelec
TrekkingBike,28,"48,51,54,45",55,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,,ShimanoT8000DeoreXT,"['Hydraulische', 'Scheibenbremsen']",TektroHD-T285,Yes/No,,,-,Yes,Yes,Yes,Corratec,Not found,2018,unisex,Pedelec
TrekkingBike,29,"48,51,54,45",46,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,hub,,Nuvinci18T,"['Hydraulische', 'Scheibenbremsen']",TektroHD-T285,Yes/No,,,-,Yes,Yes,Yes,Corratec,3631,2018,unisex,Pedelec
MountainBike/ATB,29,"41,46,51,56",49,BoschPerformanceLineCX,midengine,250,20,LithiumIonen,500,14,36,underpipe,derailleur,11,ShimanoXT10sp,"['Hydraulische', 'Scheibenbremsen']",ShimanoM315,Yes/No,SRSuntour,XCR32Air,-,No,No,No,Corratec,Not found,2018,male,Pedelec
MountainBike/ATB,29,"41,46,51,56",49,BoschPerformanceLineCX,midengine,250,20,LithiumIonen,500,14,36,underpipe,derailleur,11,ShimanoXT10spR,"['Hydraulische', 'Scheibenbremsen']",ShimanoM315,Yes/No,SRSuntour,XCR32Air,-,No,No,No,Corratec,Not found,2018,unisex,Pedelec
TrekkingBike,29,"48,51,54,57,61",46,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,10,ShimanoT8000DeoreXT,"['Hydraulische', 'Scheibenbremsen']",ShimanoM315,Yes/No,,,-,Yes,Yes,Yes,Corratec,3741,2018,male,Pedelec
TrekkingBike,29,"48,51,54,45",46,BoschPerformanceLineCX,midengine,250,20,Lithium-IonenAkku,500,14,36,underpipe,derailleur,10,ShimanoT8000DeoreXT,"['Hydraulische', 'Scheibenbremsen']",ShimanoM315,Yes/No,,,-,Yes,Yes,Yes,Corratec,3741,2018,unisex,Pedelec
